Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
8GLAK9S3,Smartphone,Home Appliances,Product_KPGUV,26.11,71,3,20x10x19 cm,2023-03-15,2025-01-01,DP8IJ8,"9UK,T69",Red/Small,2
DJM0EON7,Headphones,Clothing,Product_RQEGF,477.1,70,2,7x5x6 cm,2023-07-30,2024-01-01,LR08BF,"O2I,BRN",Red/Small,2
JN5G4RIB,Laptop,Clothing,Product_TURVN,241.57,46,2,14x13x6 cm,2023-01-01,2024-01-01,V6V7FG,"DG2,ZHF",Green/Large,1
YPGLRWNC,Laptop,Electronics,Product_W7KBS,54.2,72,1,16x10x9 cm,2023-01-01,2024-01-01,U0NBHF,"SMJ,X2B",Red/Small,2
ZM1Q2NKS,Smartphone,Clothing,Product_0HVYA,264.62,10,1,13x6x19 cm,2023-01-01,2024-01-01,HS6LOB,"PIT,KJC",Red/Small,5
QWYIVLE1,Smartphone,Home Appliances,Product_T3Z04,20.71,52,3,8x13x10 cm,2023-07-30,2025-01-01,ALNF7D,"NKV,V64",Green/Large,4
W9P0BU8D,Smartphone,Electronics,Product_VJI33,489.04,13,1,10x5x13 cm,2023-07-30,2026-01-01,6THYS5,"HMB,NFD",Green/Large,1
6C32848L,Laptop,Home Appliances,Product_FGJNR,217.28,17,2,12x18x11 cm,2023-07-30,2026-01-01,XEHGAH,"8V2,SR0",Green/Large,2
NLLTC0UH,Headphones,Electronics,Product_MHV32,448.72,81,2,14x16x6 cm,2023-03-15,2024-01-01,5YMAMN,"MNY,ED0",Green/Large,5
RP6M2CFA,Headphones,Clothing,Product_K41SM,278.88,32,1,15x14x13 cm,2023-01-01,2024-01-01,1I0PR8,"HUR,MIB",Red/Small,3
WKNTZLIM,Smartphone,Clothing,Product_HPC5O,60.32,72,1,13x18x9 cm,2023-03-15,2024-01-01,HCEXKS,"8I2,J3R",Red/Small,3
78YHS301,Smartphone,Electronics,Product_8GP9N,444.28,95,2,6x13x15 cm,2023-07-30,2025-01-01,TQ8AKI,"XZN,6NQ",Blue/Medium,2
IWV7YXIH,Monitor,Home Appliances,Product_9VX88,73.1,2,1,7x14x5 cm,2023-07-30,2026-01-01,ZLSAJD,"601,1EB",Green/Large,3
N7CUX6K1,Monitor,Electronics,Product_0IKAG,295.36,11,3,6x18x20 cm,2023-03-15,2025-01-01,GPS7BY,"AX5,361",Blue/Medium,5
X85RFWIS,Laptop,Home Appliances,Product_N8WSU,232.66,72,2,18x11x14 cm,2023-01-01,2024-01-01,TRJ6LZ,"QF4,WBZ",Red/Small,3
KLXWT2Q1,Headphones,Clothing,Product_HH61E,281.25,12,1,17x15x8 cm,2023-03-15,2026-01-01,AS1XPP,"6H8,MJ3",Red/Small,3
XMO0X33Q,Headphones,Home Appliances,Product_I58GP,446.59,26,1,19x18x10 cm,2023-07-30,2025-01-01,40XX7H,"F19,WPA",Green/Large,2
M7TZOCPJ,Smartphone,Electronics,Product_8M50U,433.48,51,1,19x15x12 cm,2023-07-30,2026-01-01,R0OOT9,"BEK,7M7",Green/Large,4
FYSTAS05,Headphones,Electronics,Product_ZJLWH,222.12,65,1,19x20x16 cm,2023-07-30,2025-01-01,UKVVN8,"EN3,YGT",Green/Large,1
5FPJ9LF1,Smartphone,Electronics,Product_E3D0K,54.58,51,3,5x14x6 cm,2023-01-01,2024-01-01,UE4LOQ,"MN1,D3C",Blue/Medium,1
TI12HJD2,Headphones,Home Appliances,Product_QHZ8X,61.42,14,2,13x9x9 cm,2023-03-15,2025-01-01,PEN64V,"F01,OTD",Green/Large,4
UJFZFRFY,Headphones,Home Appliances,Product_CNVVV,292.88,1,3,10x12x5 cm,2023-03-15,2025-01-01,AJ49LH,"W1Q,KA3",Red/Small,5
DN1O9CP7,Headphones,Home Appliances,Product_SWFTR,10.41,49,3,17x18x14 cm,2023-01-01,2025-01-01,ETFEGG,"U04,G85",Blue/Medium,5
IPUN82ZR,Smartphone,Electronics,Product_XVH56,174.69,70,1,13x15x13 cm,2023-03-15,2025-01-01,2R09JN,"BG8,S2K",Red/Small,5
TFKRDK5C,Laptop,Home Appliances,Product_SBE58,132.79,75,3,18x10x15 cm,2023-01-01,2024-01-01,G12812,"XAX,BRR",Green/Large,1
A7MLZ8AK,Laptop,Electronics,Product_MA6EL,347.47,63,3,10x17x11 cm,2023-03-15,2025-01-01,ML3HCO,"TL7,JT0",Red/Small,4
2LJNTLWI,Headphones,Clothing,Product_IBQX0,119.91,64,2,16x17x16 cm,2023-01-01,2025-01-01,O3NT7A,"R5F,LTY",Blue/Medium,4
GGY6ZL29,Smartphone,Clothing,Product_LGM3V,184.6,43,2,17x16x18 cm,2023-03-15,2026-01-01,SJVSYM,"O21,KE3",Red/Small,2
CTWQGYHT,Laptop,Electronics,Product_8GG2B,102.06,2,3,6x16x14 cm,2023-01-01,2025-01-01,MJISF3,"KPX,4A4",Blue/Medium,4
BJHB18ZW,Smartphone,Electronics,Product_AOSTA,469.53,34,1,17x12x7 cm,2023-01-01,2026-01-01,GT3G8D,"J1B,K0R",Blue/Medium,3
F8ZUBRM8,Monitor,Electronics,Product_XDMHV,302.07,54,2,17x20x9 cm,2023-01-01,2025-01-01,U3VT3P,"9MH,G0D",Red/Small,3
XR9OORGA,Monitor,Home Appliances,Product_2MON6,59.92,57,3,6x20x19 cm,2023-01-01,2024-01-01,DWIY51,"NYY,1GP",Red/Small,4
88JBQC70,Laptop,Electronics,Product_W75YK,389.64,84,1,10x6x13 cm,2023-07-30,2025-01-01,G2V3FZ,"7GU,TYU",Green/Large,1
DOKHRSLD,Headphones,Clothing,Product_ANWK3,281.46,76,1,10x8x19 cm,2023-07-30,2026-01-01,PSANZH,"908,07H",Red/Small,4
GEE1MDN6,Monitor,Home Appliances,Product_9TIVU,151.31,89,2,20x9x13 cm,2023-01-01,2025-01-01,9A9GF1,"BVM,TFX",Blue/Medium,3
LEPFNYLI,Monitor,Electronics,Product_FQR4W,288.31,2,2,5x8x19 cm,2023-07-30,2026-01-01,35O87X,"TEN,NWG",Blue/Medium,3
GN94TFRN,Headphones,Clothing,Product_AZCN1,22.96,75,1,8x7x16 cm,2023-07-30,2025-01-01,0NGSFU,"Q9S,YEW",Green/Large,1
C4JXIEAL,Smartphone,Electronics,Product_W8W2N,367.79,84,3,7x9x9 cm,2023-07-30,2026-01-01,KPVD6L,"TXN,B87",Red/Small,4
QEOJB9X1,Headphones,Electronics,Product_73QLG,318.56,90,1,12x12x13 cm,2023-03-15,2026-01-01,YYFV8A,"MNR,LLS",Green/Large,2
V3G8FYOB,Laptop,Electronics,Product_EJ8PD,280.55,46,2,11x9x11 cm,2023-01-01,2024-01-01,QPAKG0,"BJH,TUN",Blue/Medium,1
T944ZYQI,Headphones,Home Appliances,Product_USIWC,130.95,9,1,14x14x20 cm,2023-01-01,2024-01-01,YTAG8Q,"21C,QNR",Blue/Medium,2
WOIV7OX5,Headphones,Home Appliances,Product_89MDE,104.89,45,2,11x17x10 cm,2023-01-01,2026-01-01,U990JS,"05P,BW9",Green/Large,1
7RZ58QZD,Smartphone,Clothing,Product_DSJ38,211.43,32,2,9x5x15 cm,2023-07-30,2025-01-01,NKDDYD,"F6U,XX9",Red/Small,1
IN2Y2OI6,Laptop,Home Appliances,Product_5F7TO,317.04,94,1,13x17x8 cm,2023-01-01,2026-01-01,QSU1OW,"WPZ,GC3",Green/Large,5
05WH8O8D,Laptop,Home Appliances,Product_P6S79,123.99,1,1,9x9x10 cm,2023-03-15,2025-01-01,4YLTNF,"X15,YF6",Green/Large,2
8KG8ND61,Laptop,Clothing,Product_T3PC4,197.32,55,1,6x12x18 cm,2023-07-30,2025-01-01,U5TL8M,"HMQ,734",Green/Large,5
LPR8V12X,Laptop,Home Appliances,Product_50WD5,361.08,95,1,9x12x18 cm,2023-07-30,2024-01-01,XVBG5E,"3A4,J58",Green/Large,2
74C5F3AY,Laptop,Home Appliances,Product_G4UWD,460.71,53,2,6x10x17 cm,2023-07-30,2025-01-01,VYNAET,"MRN,9L0",Green/Large,4
W12SUZW1,Smartphone,Home Appliances,Product_MZOS4,419.32,59,1,20x12x8 cm,2023-01-01,2025-01-01,HXM0VT,"ACK,0WW",Red/Small,1
FLKJ2B8E,Smartphone,Home Appliances,Product_AQWZX,255.83,93,2,17x19x12 cm,2023-01-01,2025-01-01,6DD19B,"1IM,ICO",Green/Large,2
IFUOP9B6,Laptop,Electronics,Product_3OJKM,82.32,55,1,20x15x11 cm,2023-03-15,2024-01-01,RCRWPK,"VPB,EZZ",Red/Small,3
30ELUOID,Laptop,Clothing,Product_LEH70,108.66,70,1,20x9x17 cm,2023-01-01,2025-01-01,DKE934,"83C,CF4",Red/Small,4
FUXM44AN,Smartphone,Clothing,Product_GOU4Y,148.3,12,1,9x14x11 cm,2023-03-15,2025-01-01,V9V4RL,"PMU,C9V",Red/Small,1
R0N4DRX0,Headphones,Electronics,Product_MQ6N0,376.79,98,1,11x5x8 cm,2023-01-01,2025-01-01,BTHC3A,"SNA,6R7",Blue/Medium,4
0KO3DHTO,Laptop,Home Appliances,Product_624AE,144.87,75,1,9x14x18 cm,2023-01-01,2026-01-01,HIOYAN,"XRR,A92",Red/Small,5
YOJC8NX8,Headphones,Electronics,Product_I2KHE,48.74,17,1,13x10x13 cm,2023-03-15,2025-01-01,9W705B,"XCL,MRE",Green/Large,4
TNKQHQLY,Headphones,Electronics,Product_01A7Q,163.64,55,3,18x8x8 cm,2023-03-15,2025-01-01,J7REA9,"ZKN,MT1",Red/Small,4
FBWS3GWR,Laptop,Electronics,Product_6ERO5,318.85,36,1,10x18x10 cm,2023-03-15,2026-01-01,YWUDUG,"F3H,B02",Red/Small,2
X7GGGCO2,Monitor,Clothing,Product_DKH8G,131.76,33,2,11x18x10 cm,2023-01-01,2025-01-01,Y81AK0,"IFQ,WXA",Green/Large,3
YRKSZA4R,Monitor,Home Appliances,Product_O0T24,225.52,51,1,20x16x9 cm,2023-01-01,2025-01-01,L8U4BD,"IR6,IB8",Green/Large,1
LUAOBZ19,Headphones,Clothing,Product_7P4PR,277.26,48,1,20x10x7 cm,2023-03-15,2026-01-01,BQ6O2Z,"N9T,TJV",Green/Large,2
NB329AK3,Monitor,Clothing,Product_NI8Q7,205.59,60,3,16x16x17 cm,2023-03-15,2026-01-01,YUV7UT,"VOH,FC5",Green/Large,1
PDQZCNQO,Laptop,Clothing,Product_SPLKF,442.35,12,1,11x16x18 cm,2023-03-15,2024-01-01,L0FMBX,"DFH,B6C",Red/Small,2
GAI9DBKX,Headphones,Clothing,Product_MW1BQ,193.49,36,1,7x8x6 cm,2023-01-01,2025-01-01,NXCEKI,"6SV,RI2",Red/Small,4
1RRCS8G6,Laptop,Electronics,Product_RWTHF,137.63,71,3,7x19x18 cm,2023-01-01,2024-01-01,CIQFLI,"R1W,7FR",Red/Small,1
S6FQMQHU,Headphones,Electronics,Product_2N8L5,449.44,9,1,10x8x13 cm,2023-03-15,2026-01-01,7LLMNI,"M7Y,8IJ",Green/Large,1
1ZSSTVSO,Smartphone,Electronics,Product_VUWEQ,259.45,74,2,10x14x10 cm,2023-07-30,2026-01-01,FGDDDC,"5MP,A17",Blue/Medium,5
YY0QJ175,Laptop,Electronics,Product_57PO5,196.13,20,2,13x8x9 cm,2023-01-01,2026-01-01,C3DG9R,"SY3,E9X",Green/Large,1
A9CS1SXQ,Headphones,Home Appliances,Product_2VGSH,234.52,98,1,14x7x19 cm,2023-01-01,2025-01-01,I5B75S,"NJA,OOT",Green/Large,1
S5ZDB6NM,Smartphone,Electronics,Product_IU5JI,377.5,1,1,16x13x5 cm,2023-03-15,2025-01-01,02GPFE,"SCR,ZJW",Blue/Medium,3
0PTRF8XQ,Laptop,Electronics,Product_FZK67,26.92,1,1,16x8x13 cm,2023-03-15,2025-01-01,2PVBNK,"ZLX,B1T",Blue/Medium,4
IX1JEYN8,Headphones,Clothing,Product_OTCZK,160.18,78,1,6x14x20 cm,2023-01-01,2026-01-01,7G6PUA,"LDQ,MDX",Green/Large,4
0D93U4J8,Headphones,Electronics,Product_Q7499,108.67,40,1,12x20x16 cm,2023-01-01,2026-01-01,C139QV,"AOR,GXG",Blue/Medium,1
87BPJI0V,Monitor,Home Appliances,Product_S6CUP,332.65,92,3,5x14x16 cm,2023-03-15,2024-01-01,GUZ1K9,"LBB,BUG",Blue/Medium,2
5Z1J02X8,Headphones,Clothing,Product_0QU2C,425.54,24,2,13x10x7 cm,2023-03-15,2025-01-01,XTAF12,"M5J,PPO",Blue/Medium,1
EAPE7WH5,Headphones,Home Appliances,Product_E04S5,466.57,53,1,16x7x15 cm,2023-03-15,2025-01-01,MO52J7,"KQL,Q7G",Red/Small,3
F61O1S75,Headphones,Electronics,Product_TZRNW,63.25,31,2,6x7x14 cm,2023-07-30,2025-01-01,P5RU5J,"JTW,GG4",Red/Small,3
L3M4QJTS,Smartphone,Electronics,Product_5U29G,57.79,75,2,19x8x20 cm,2023-07-30,2025-01-01,J5ILFZ,"3E6,XY5",Green/Large,3
XWPO2V95,Smartphone,Clothing,Product_PH262,133.47,42,3,16x9x6 cm,2023-03-15,2026-01-01,9L7UIL,"R8Z,VG4",Green/Large,3
7F0LK2WQ,Smartphone,Home Appliances,Product_MHCD9,294.62,7,1,20x15x18 cm,2023-01-01,2024-01-01,1AYW27,"MX4,TM2",Red/Small,5
7D3YT9O9,Headphones,Electronics,Product_G2YSB,162.45,35,1,12x12x20 cm,2023-01-01,2024-01-01,N1HYNI,"IXM,DUC",Green/Large,4
JXR0GH3Y,Smartphone,Home Appliances,Product_GYF59,103.17,14,2,11x11x5 cm,2023-07-30,2025-01-01,TILLYZ,"RKA,36E",Red/Small,5
22QF7K38,Laptop,Clothing,Product_TP45R,427.63,37,2,13x11x16 cm,2023-01-01,2026-01-01,EOWX4W,"FAV,2PG",Blue/Medium,3
KN805AEJ,Smartphone,Electronics,Product_BX9CD,219.73,6,3,5x13x8 cm,2023-01-01,2024-01-01,KXTDCX,"249,FGP",Red/Small,1
S7UHCFNB,Smartphone,Home Appliances,Product_EHDVW,468.61,46,3,15x6x12 cm,2023-03-15,2026-01-01,UI0BF4,"P31,QO3",Blue/Medium,4
97JPCVOP,Headphones,Home Appliances,Product_HBZ6U,393.54,51,2,5x7x17 cm,2023-03-15,2026-01-01,T77B08,"0NP,WSG",Blue/Medium,1
4RGNSMCQ,Laptop,Electronics,Product_8KNTF,307.48,47,1,8x16x10 cm,2023-01-01,2024-01-01,Z874A7,"RYF,2GG",Blue/Medium,1
Q3JBRQ78,Headphones,Electronics,Product_HNG7X,348.55,74,2,7x17x20 cm,2023-07-30,2026-01-01,3ET48V,"YHQ,73N",Red/Small,2
M1TIJDXM,Headphones,Home Appliances,Product_0DBR0,325.88,15,2,16x14x13 cm,2023-01-01,2024-01-01,EH2XXI,"MSB,Q7P",Green/Large,4
Z2KCQ9HJ,Monitor,Clothing,Product_4QFS6,218.05,93,3,6x14x7 cm,2023-03-15,2026-01-01,R5YYNH,"HFZ,QMV",Blue/Medium,1
U3KTJLM3,Monitor,Clothing,Product_MKYZ3,342.66,12,3,15x11x5 cm,2023-01-01,2024-01-01,5RFB1N,"KJ7,CXB",Blue/Medium,2
0PRFE78Z,Headphones,Electronics,Product_F18QZ,260.37,84,1,9x7x15 cm,2023-07-30,2025-01-01,96SWWG,"T1E,5VV",Blue/Medium,5
BRFWHQJN,Monitor,Home Appliances,Product_E09HL,493.09,23,2,5x17x15 cm,2023-01-01,2025-01-01,6WMEC5,"QQX,6PS",Blue/Medium,4
D4K4E2GZ,Monitor,Home Appliances,Product_S3YCF,491.73,84,1,5x20x19 cm,2023-01-01,2025-01-01,381B2G,"SJ2,UM3",Green/Large,1
0ZXZQNYC,Laptop,Electronics,Product_8HBQ6,321.09,50,1,7x18x17 cm,2023-01-01,2025-01-01,L69C8M,"VZD,HJY",Blue/Medium,5
TTNUR7F7,Laptop,Clothing,Product_PNRUP,119.39,11,3,15x13x10 cm,2023-07-30,2024-01-01,VSA3HK,"BIL,C4A",Green/Large,2
PQE6YY1P,Monitor,Clothing,Product_LGVVA,443.15,83,3,13x7x11 cm,2023-01-01,2025-01-01,P9PVNB,"0TQ,JYD",Red/Small,2
WTKZ455Y,Smartphone,Electronics,Product_J9J2Y,153.99,70,3,15x15x10 cm,2023-03-15,2026-01-01,9EJXB0,"A2J,UPT",Green/Large,1
N8X1Z1ND,Headphones,Clothing,Product_YV5V2,64.13,63,3,15x15x11 cm,2023-07-30,2026-01-01,YJUI8T,"2O1,OXB",Blue/Medium,5
2GWUNSR8,Smartphone,Clothing,Product_KM92Q,392.96,63,3,11x16x13 cm,2023-03-15,2026-01-01,8U10E7,"3NC,CL0",Green/Large,4
53O3GW12,Laptop,Electronics,Product_2BIHN,94.54,29,1,16x11x10 cm,2023-01-01,2024-01-01,5EJ70T,"I50,VSY",Green/Large,3
9E92LBSD,Laptop,Home Appliances,Product_AT1PV,117.18,45,2,13x11x20 cm,2023-07-30,2025-01-01,QOJMYO,"TUQ,RQQ",Green/Large,3
C9RHFFSG,Monitor,Clothing,Product_0QKDL,160.99,22,3,11x13x14 cm,2023-03-15,2024-01-01,VBNAPR,"U9X,8SE",Green/Large,5
0SIG6TR1,Laptop,Home Appliances,Product_RK33Z,101.57,48,1,9x9x15 cm,2023-07-30,2024-01-01,T6OGT1,"ENK,A40",Red/Small,5
FEKOCAWE,Headphones,Electronics,Product_OTAHE,381.95,68,2,6x8x16 cm,2023-03-15,2026-01-01,3MRP8S,"1VN,JQX",Green/Large,5
998VMCT4,Headphones,Electronics,Product_PE335,328.17,76,2,12x6x10 cm,2023-07-30,2024-01-01,8UIQCM,"Y1S,1CU",Red/Small,5
78MLPUEK,Monitor,Clothing,Product_IGHKF,399.37,56,2,6x20x19 cm,2023-03-15,2024-01-01,67362O,"O2C,609",Red/Small,2
VU9SJV8D,Monitor,Electronics,Product_3D78X,258.78,45,1,6x7x5 cm,2023-03-15,2026-01-01,WSVQIN,"DTR,R6N",Green/Large,1
IH1RRLUX,Laptop,Home Appliances,Product_Z2LD5,257.96,4,3,14x5x14 cm,2023-01-01,2026-01-01,OPJEQL,"G5X,N0K",Blue/Medium,3
1ZJ2MS2X,Laptop,Electronics,Product_87ZHY,339.92,1,3,10x11x16 cm,2023-01-01,2024-01-01,VEUTDS,"ESZ,OCF",Red/Small,2
Y72LCH89,Monitor,Clothing,Product_H6PWJ,491.52,43,3,10x17x14 cm,2023-01-01,2026-01-01,OZ1E9Q,"BIL,UCM",Blue/Medium,5
NA3IWDKX,Smartphone,Electronics,Product_AW2SA,364.53,4,3,11x5x9 cm,2023-07-30,2026-01-01,NTBW7I,"9EY,1LY",Red/Small,2
IQ9HYZYZ,Headphones,Electronics,Product_1LWE6,138.42,76,1,10x14x10 cm,2023-03-15,2024-01-01,N6LP9E,"PQU,TLJ",Green/Large,4
P5VW5SZE,Laptop,Electronics,Product_7X0RO,402.63,79,2,10x19x13 cm,2023-07-30,2025-01-01,YZ38BQ,"67L,PQG",Blue/Medium,2
93NH44DC,Monitor,Electronics,Product_P5CQ6,467.9,100,1,19x15x14 cm,2023-07-30,2026-01-01,P8HKC9,"VX5,CC4",Blue/Medium,5
D7WBF7NF,Monitor,Electronics,Product_R63PM,434.75,59,2,20x20x7 cm,2023-01-01,2026-01-01,8RWEYG,"YQM,MWF",Blue/Medium,1
O78H9IRP,Smartphone,Home Appliances,Product_5CWPT,449.4,25,1,15x14x12 cm,2023-01-01,2024-01-01,RWICXP,"XQV,MOZ",Green/Large,5
6MICBPXT,Laptop,Home Appliances,Product_B3MTO,362.6,85,2,9x18x5 cm,2023-03-15,2025-01-01,0FDFWF,"52W,11A",Red/Small,1
25XHM450,Headphones,Clothing,Product_MIAAH,231.99,27,2,14x18x17 cm,2023-03-15,2024-01-01,F0A42C,"ZOD,4XO",Green/Large,5
FD814VNB,Laptop,Home Appliances,Product_59UQH,365.22,89,1,9x11x19 cm,2023-01-01,2024-01-01,TP6Y73,"RO4,1AI",Red/Small,2
NJUFV29Y,Laptop,Clothing,Product_MV50D,448.13,96,2,12x5x15 cm,2023-07-30,2024-01-01,SIFVOY,"E00,W6G",Blue/Medium,5
RCAYY48I,Headphones,Home Appliances,Product_F2SO4,434.46,88,1,6x16x11 cm,2023-01-01,2026-01-01,IPI9Q6,"V2Z,5G5",Blue/Medium,4
MEI66IFB,Headphones,Home Appliances,Product_AK53Z,317.12,20,1,7x13x5 cm,2023-01-01,2024-01-01,MA2F93,"CL4,95Z",Red/Small,5
OQEDEUFS,Headphones,Electronics,Product_E9GUD,289.92,21,1,5x12x14 cm,2023-07-30,2026-01-01,9EDMK4,"REN,YP0",Blue/Medium,1
ALRL3K51,Monitor,Clothing,Product_X7ELG,487.56,64,1,19x18x18 cm,2023-01-01,2025-01-01,LLVNXS,"81C,EQC",Blue/Medium,3
I03HM2NT,Monitor,Electronics,Product_PRLUJ,86.0,31,1,19x8x8 cm,2023-03-15,2026-01-01,L9W0BX,"RUG,8OM",Blue/Medium,1
VWLB1YAJ,Smartphone,Home Appliances,Product_3BYRP,129.86,100,3,10x9x12 cm,2023-03-15,2026-01-01,15SNUI,"HJ2,EC3",Green/Large,4
K3T2GH0Y,Smartphone,Electronics,Product_V9Z5O,39.49,66,3,9x15x17 cm,2023-03-15,2024-01-01,QLNABH,"3HQ,RDJ",Red/Small,3
KZWQ7KV0,Smartphone,Home Appliances,Product_85IUA,47.22,49,2,8x17x20 cm,2023-03-15,2025-01-01,FQ6NJC,"RV1,YWS",Blue/Medium,5
UM9066OA,Monitor,Home Appliances,Product_D4LUO,495.73,70,1,15x5x12 cm,2023-01-01,2025-01-01,2LA6G3,"V5X,K1C",Blue/Medium,2
AHJW4QAG,Laptop,Electronics,Product_J8G8I,100.88,94,3,6x15x13 cm,2023-07-30,2024-01-01,P56K5E,"92V,E3N",Red/Small,5
9PYL72HD,Monitor,Electronics,Product_0YCA7,305.77,28,2,8x20x6 cm,2023-01-01,2026-01-01,2K71Z0,"4QO,J2I",Blue/Medium,3
IEUFDY93,Laptop,Home Appliances,Product_6OSJ7,192.92,98,3,12x18x13 cm,2023-07-30,2025-01-01,F44TT3,"ARQ,6F0",Blue/Medium,1
4CQ98IV0,Monitor,Home Appliances,Product_5MJI6,262.33,80,3,5x18x16 cm,2023-01-01,2026-01-01,F5JSXU,"QW3,WRE",Red/Small,3
DBQUARPP,Laptop,Home Appliances,Product_H8G37,158.3,95,3,6x20x13 cm,2023-07-30,2026-01-01,RUKQZ4,"0NP,4L4",Blue/Medium,4
G17B8Q07,Headphones,Clothing,Product_V1P4S,379.97,33,3,19x13x16 cm,2023-07-30,2025-01-01,UFW9GC,"LI0,AW6",Red/Small,5
E9SDVOX6,Monitor,Clothing,Product_0L9HB,376.36,19,1,16x9x16 cm,2023-03-15,2024-01-01,19AAYC,"QW9,FU7",Red/Small,1
PHN1VNKF,Monitor,Home Appliances,Product_K7OXH,17.34,17,3,10x5x14 cm,2023-01-01,2024-01-01,JTJOC7,"DGP,W0D",Red/Small,4
4Z68EK6Y,Headphones,Clothing,Product_FWGMT,134.32,52,1,19x8x8 cm,2023-03-15,2026-01-01,TM29Y2,"VFP,9GE",Red/Small,2
GQOX91FT,Laptop,Home Appliances,Product_74QEL,102.76,78,2,15x17x8 cm,2023-03-15,2026-01-01,DAZTF9,"5DD,0PP",Green/Large,1
6XHNSHAO,Laptop,Clothing,Product_2Y2E9,42.7,35,2,14x20x16 cm,2023-01-01,2026-01-01,MPSBM5,"GAP,K4X",Red/Small,3
Q1J4AE80,Monitor,Home Appliances,Product_CLXA6,20.56,37,2,12x13x5 cm,2023-01-01,2024-01-01,NHAX8O,"05K,5XJ",Blue/Medium,3
ZASZSB4F,Monitor,Clothing,Product_PSR5Z,136.27,95,2,19x5x16 cm,2023-01-01,2025-01-01,NB60XX,"B6J,GLF",Red/Small,1
VRBNE88A,Headphones,Clothing,Product_ARCQI,101.6,43,1,20x9x12 cm,2023-03-15,2024-01-01,NYYJG7,"BUV,QJM",Green/Large,1
GWWO03D2,Headphones,Clothing,Product_V4PH4,62.86,61,2,6x15x9 cm,2023-01-01,2026-01-01,1NM42S,"ZBM,IV9",Green/Large,1
8YIDJUJN,Smartphone,Electronics,Product_102PY,93.32,66,1,17x19x12 cm,2023-07-30,2026-01-01,11K6AY,"KC4,236",Green/Large,4
H4UW6XDF,Monitor,Clothing,Product_K5F5B,223.81,53,3,19x17x7 cm,2023-01-01,2025-01-01,TNU1YV,"Z1T,M7T",Red/Small,1
0CU2ANUU,Smartphone,Electronics,Product_1XM1N,389.73,59,2,9x6x15 cm,2023-07-30,2025-01-01,U77JBO,"WDK,LOC",Red/Small,1
7JOEC932,Laptop,Electronics,Product_FTXE2,141.73,54,3,10x16x11 cm,2023-01-01,2026-01-01,U1KSTP,"9VI,ITR",Blue/Medium,1
7KE9JAJP,Laptop,Clothing,Product_YJV2Y,65.42,80,1,13x17x5 cm,2023-03-15,2025-01-01,IIR9QJ,"PMT,ME2",Blue/Medium,1
UJOGODOX,Monitor,Electronics,Product_7GF9Q,90.3,79,2,5x20x13 cm,2023-01-01,2024-01-01,5XYHQ0,"EHH,PHB",Green/Large,3
IC5XZF82,Monitor,Clothing,Product_XVA47,222.84,25,3,14x7x18 cm,2023-03-15,2024-01-01,Q1Q0CP,"8UM,W19",Red/Small,3
DHWIGFUW,Headphones,Electronics,Product_E9O2Z,167.89,44,1,12x20x5 cm,2023-07-30,2024-01-01,Y8TAW0,"3OK,T0G",Green/Large,3
1QMENZIA,Smartphone,Home Appliances,Product_MK34G,20.77,47,1,17x18x9 cm,2023-03-15,2025-01-01,MO8XMN,"CQL,M8D",Blue/Medium,1
X3MGKTHK,Laptop,Electronics,Product_OUWKF,41.63,5,2,7x8x5 cm,2023-07-30,2024-01-01,R70GG3,"S42,9IK",Red/Small,4
EP04ZIW1,Monitor,Clothing,Product_YTKWB,213.75,16,2,7x19x18 cm,2023-01-01,2024-01-01,FMV8ZG,"SZM,C4C",Green/Large,5
IH8HIB11,Smartphone,Clothing,Product_B0L2U,173.69,54,3,11x5x9 cm,2023-07-30,2026-01-01,FY23KZ,"VHL,E9K",Red/Small,2
AQI7XJHQ,Headphones,Electronics,Product_W1SUN,260.29,68,1,16x14x17 cm,2023-01-01,2025-01-01,YVMJA1,"TOX,Z6C",Green/Large,2
HURRDCU1,Laptop,Clothing,Product_1PK8N,279.64,64,1,8x5x17 cm,2023-03-15,2025-01-01,DD6JCY,"1HE,JSN",Red/Small,4
YJDYBAX6,Headphones,Electronics,Product_2ZYXJ,491.61,46,2,17x5x18 cm,2023-07-30,2024-01-01,UDTW0B,"MZ2,6SZ",Blue/Medium,3
DOU19P0J,Laptop,Home Appliances,Product_1VLR5,307.52,45,2,11x14x12 cm,2023-03-15,2024-01-01,AM9L6D,"K49,B0S",Red/Small,3
8C1GODY6,Smartphone,Home Appliances,Product_AXPCB,465.55,21,2,17x15x16 cm,2023-01-01,2026-01-01,1NQYRR,"RFH,H8Z",Green/Large,4
HFJ7GUUU,Headphones,Home Appliances,Product_UNRFO,98.75,6,3,18x13x12 cm,2023-01-01,2026-01-01,XCZVY5,"85H,B76",Blue/Medium,3
2FDLAKBB,Laptop,Electronics,Product_D95LU,117.98,16,3,14x17x5 cm,2023-03-15,2024-01-01,3OFX4F,"KDE,E1I",Green/Large,4
L4RUR8X7,Laptop,Electronics,Product_G4D9H,80.64,97,1,20x16x5 cm,2023-07-30,2024-01-01,T95C6S,"J15,X2S",Red/Small,5
